pillar,themes,macro_goal,mg_code,fy_numeric,fy_label,value,status
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2029,2028-29,16.6115,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2030,2029-30,17.3043,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2031,2030-31,18.0259,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2032,2031-32,18.7777,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2033,2032-33,19.5608,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2034,2033-34,20.3766,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2035,2034-35,21.2264,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2036,2035-36,22.1116,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2037,2036-37,23.0337,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2038,2037-38,23.9943,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2039,2038-39,24.995,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2040,2039-40,26.0374,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2041,2040-41,27.1232,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2042,2041-42,28.2544,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2043,2042-43,29.4327,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2044,2043-44,30.6602,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2023,2022-23,16.6,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2024,2023-24,18.8061,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2025,2024-25,21.3054,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2026,2025-26,24.1368,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2027,2026-27,27.3445,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2028,2027-28,30.9785,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2029,2028-29,35.0954,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2030,2029-30,39.7595,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2031,2030-31,45.0434,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2032,2031-32,51.0296,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2033,2032-33,57.8112,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2034,2033-34,65.4942,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2035,2034-35,74.1982,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2036,2035-36,84.0589,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2037,2036-37,95.2301,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2038,2037-38,107.8859,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2024,2023-24,46,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2025,2024-25,52.8943,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2026,2025-26,60.8218,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2027,2026-27,69.9374,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Female Labor Force Participation Rate (LFPR),NSM5,2028,2027-28,80.4193,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Women with an operating bank or savings account,NSM6,2021,2020-21,70,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Women with an operating bank or savings account,NSM6,2022,2021-22,75.1759,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Women with an operating bank or savings account,NSM6,2023,2022-23,80.7344,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Women with an operating bank or savings account,NSM6,2024,2023-24,86.704,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Women with an operating bank or savings account,NSM6,2025,2024-25,93.115,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Women with an operating bank or savings account,NSM6,2026,2025-26,100,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2024,2023-24,70.4,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2025,2024-25,70.4704,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2026,2025-26,70.5409,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2027,2026-27,70.6114,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2028,2027-28,70.682,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2029,2028-29,70.7527,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2030,2029-30,70.8235,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2031,2030-31,70.8943,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2032,2031-32,70.9652,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2033,2032-33,71.0361,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2034,2033-34,71.1072,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2035,2034-35,71.1783,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2036,2035-36,71.2495,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2037,2036-37,71.3207,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2038,2037-38,71.392,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2039,2038-39,71.4634,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2040,2039-40,71.5349,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2041,2040-41,71.6064,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2042,2041-42,71.678,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2043,2042-43,71.7497,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2044,2043-44,71.8215,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2045,2044-45,71.8933,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2046,2045-46,71.9652,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2047,2046-47,72.0371,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2048,2047-48,72.1092,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2049,2048-49,72.1813,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2050,2049-50,72.2535,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2051,2050-51,72.3257,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2052,2051-52,72.398,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2053,2052-53,72.4704,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2054,2053-54,72.5429,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2055,2054-55,72.6155,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2056,2055-56,72.6881,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2057,2056-57,72.7608,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2025,2024-25,84.55,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2026,2025-26,83.395,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2027,2026-27,82.2559,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2028,2027-28,81.1323,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2029,2028-29,80.024,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2030,2029-30,78.9309,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2031,2030-31,77.8527,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2032,2031-32,76.7892,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2033,2032-33,75.7403,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2034,2033-34,74.7056,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2035,2034-35,73.6852,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2036,2035-36,72.6786,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2037,2036-37,71.6858,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2038,2037-38,70.7066,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2039,2038-39,69.7408,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2040,2039-40,68.7881,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2041,2040-41,67.8485,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2042,2041-42,66.9216,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2043,2042-43,66.0075,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2044,2043-44,65.1058,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2045,2044-45,64.2165,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2046,2045-46,63.3393,Current_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% Gross enrolment ratio (elementary),NSM7,2047,2046-47,62.4741,Current_2047
Key Enablers,Transport and Logistics Infrastructure,Share of Cargo handling in India,TLIM4,2024,2023-24,37.7,Current_2047
Key Enablers,Transport and Logistics Infrastructure,Share of Cargo handling in India,TLIM4,2025,2024-25,37.4014,Current_2047
Key Enablers,Transport and Logistics Infrastructure,Share of Cargo handling in India,TLIM4,2026,2025-26,37.1052,Current_2047
Key Enablers,Transport and Logistics Infrastructure,Share of Cargo handling in India,TLIM4,2027,2026-27,36.8113,Current_2047
Key Enablers,Transport and Logistics Infrastructure,Share of Cargo handling in India,TLIM4,2028,2027-28,36.5198,Current_2047
Key Enablers,Transport and Logistics Infrastructure,Share of Cargo handling in India,TLIM4,2029,2028-29,36.2305,Current_2047
Key Enablers,Transport and Logistics Infrastructure,Share of Cargo handling in India,TLIM4,2030,2029-30,35.9436,Current_2047
Key Enablers,Transport and Logistics Infrastructure,Share of Cargo handling in India,TLIM4,2031,2030-31,35.6589,Current_2047
Key Enablers,Transport and Logistics Infrastructure,Share of Cargo handling in India,TLIM4,2032,2031-32,35.3765,Current_2047
Key Enablers,Transport and Logistics Infrastructure,Share of Cargo handling in India,TLIM4,2033,2032-33,35.0963,Current_2047
