pillar,themes,macro_goal,mg_code,fy_numeric,fy_label,value,status
Key Enablers,"Governance 2.0: Reform, Perform and Transform",National E-service delivery ranking (within group A),GVM3,2045,2044-45,1.1938,Recommended_2047
Key Enablers,"Governance 2.0: Reform, Perform and Transform",National E-service delivery ranking (within group A),GVM3,2046,2045-46,1.0926,Recommended_2047
Key Enablers,"Governance 2.0: Reform, Perform and Transform",National E-service delivery ranking (within group A),GVM3,2047,2046-47,1,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2024,2023-24,70.4,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2025,2024-25,70.9427,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2026,2025-26,71.4896,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2027,2026-27,72.0407,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2028,2027-28,72.5961,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2029,2028-29,73.1557,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2030,2029-30,73.7197,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2031,2030-31,74.288,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2032,2031-32,74.8607,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2033,2032-33,75.4378,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2034,2033-34,76.0193,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2035,2034-35,76.6054,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2036,2035-36,77.1959,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2037,2036-37,77.791,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2038,2037-38,78.3907,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2039,2038-39,78.995,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2040,2039-40,79.604,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2041,2040-41,80.2177,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2042,2041-42,80.8361,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2043,2042-43,81.4592,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2044,2043-44,82.0872,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2045,2044-45,82.72,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2046,2045-46,83.3577,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2047,2046-47,84.0003,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2023,2022-23,51,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2024,2023-24,46.2962,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2025,2024-25,42.0262,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2026,2025-26,38.15,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2027,2026-27,34.6314,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2028,2027-28,31.4372,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2029,2028-29,28.5377,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2030,2029-30,25.9056,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2031,2030-31,23.5163,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2032,2031-32,21.3474,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2033,2032-33,19.3784,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2034,2033-34,17.5911,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2035,2034-35,15.9687,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2036,2035-36,14.4958,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2037,2036-37,13.1589,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2038,2037-38,11.9452,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2039,2038-39,10.8435,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2040,2039-40,9.8434,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2041,2040-41,8.9355,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2042,2041-42,8.1113,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2043,2042-43,7.3632,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2044,2043-44,6.6841,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2045,2044-45,6.0676,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2046,2045-46,5.508,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2047,2046-47,5,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2024,2023-24,20,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2025,2024-25,18.0947,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2026,2025-26,16.3709,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2027,2026-27,14.8114,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2028,2027-28,13.4004,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2029,2028-29,12.1238,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2030,2029-30,10.9689,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2031,2030-31,9.9239,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2032,2031-32,8.9785,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2033,2032-33,8.1232,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2034,2033-34,7.3493,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2035,2034-35,6.6492,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2036,2035-36,6.0158,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2037,2036-37,5.4427,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2038,2037-38,4.9242,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2039,2038-39,4.4551,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2040,2039-40,4.0307,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2041,2040-41,3.6467,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2042,2041-42,3.2993,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2043,2042-43,2.985,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2044,2043-44,2.7006,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2045,2044-45,2.4434,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2046,2045-46,2.2106,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Infant Mortality Rate (per 1000 live births),HM3,2047,2046-47,2,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2022,2021-22,35,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2023,2022-23,32.9936,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2024,2023-24,31.1021,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2025,2024-25,29.3191,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2026,2025-26,27.6384,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2027,2026-27,26.0539,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2028,2027-28,24.5603,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2029,2028-29,23.1524,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2030,2029-30,21.8251,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2031,2030-31,20.5739,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2032,2031-32,19.3945,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2033,2032-33,18.2827,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2034,2033-34,17.2346,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2035,2034-35,16.2466,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2036,2035-36,15.3152,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2037,2036-37,14.4372,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2038,2037-38,13.6096,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2039,2038-39,12.8294,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2040,2039-40,12.0939,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2041,2040-41,11.4006,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2042,2041-42,10.7471,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2043,2042-43,10.131,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2044,2043-44,9.5502,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2045,2044-45,9.0027,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2046,2045-46,8.4866,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2047,2046-47,8.0001,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2023,2022-23,13,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2024,2023-24,13.461,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2025,2024-25,13.9383,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2026,2025-26,14.4325,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2027,2026-27,14.9442,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2028,2027-28,15.4741,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2029,2028-29,16.0228,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2030,2029-30,16.5909,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2031,2030-31,17.1792,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2032,2031-32,17.7884,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2033,2032-33,18.4191,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2034,2033-34,19.0722,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2035,2034-35,19.7485,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2036,2035-36,20.4487,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2037,2036-37,21.1738,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2038,2037-38,21.9245,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2039,2038-39,22.7019,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2040,2039-40,23.5069,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2041,2040-41,24.3404,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2042,2041-42,25.2035,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2043,2042-43,26.0972,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2044,2043-44,27.0225,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2045,2044-45,27.9807,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2046,2045-46,28.9728,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2047,2046-47,30.0001,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2023,2022-23,16.6,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2024,2023-24,17.8897,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2025,2024-25,19.2796,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2026,2025-26,20.7776,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2027,2026-27,22.3918,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2028,2027-28,24.1316,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2029,2028-29,26.0064,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2030,2029-30,28.027,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2031,2030-31,30.2045,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2032,2031-32,32.5512,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2033,2032-33,35.0803,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2034,2033-34,37.8058,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2035,2034-35,40.7431,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2036,2035-36,43.9086,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2037,2036-37,47.32,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2038,2037-38,50.9965,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2039,2038-39,54.9586,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2040,2039-40,59.2285,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2041,2040-41,63.8302,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2042,2041-42,68.7895,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2043,2042-43,74.134,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2044,2043-44,79.8938,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2045,2044-45,86.101,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2046,2045-46,92.7906,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2047,2046-47,99.9998,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2024,2023-24,60998,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2025,2024-25,64856.1845,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2026,2025-26,68958.403,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2027,2026-27,73320.091,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2028,2027-28,77957.66,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2029,2028-29,82888.56,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2030,2029-30,88131.3443,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2031,2030-31,93705.74,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2032,2031-32,99632.7217,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2033,2032-33,105934.591,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2034,2033-34,112635.0598,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2035,2034-35,119759.34,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2036,2035-36,127334.238,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2037,2036-37,135388.2559,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2038,2037-38,143951.6985,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2039,2038-39,153056.7874,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2040,2039-40,162737.7822,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2041,2040-41,173031.1097,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2042,2041-42,183975.5004,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2043,2042-43,195612.1348,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2044,2043-44,207984.7979,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2045,2044-45,221140.0444,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2046,2045-46,235127.3733,Recommended_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,No. of Ayush Professionals,HM7,2047,2046-47,249999.4148,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2025,2024-25,116.3,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2026,2025-26,136.1901,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2027,2026-27,159.4819,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2028,2027-28,186.7571,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2029,2028-29,218.697,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2030,2029-30,256.0995,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2031,2030-31,299.8986,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2032,2031-32,351.1885,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2033,2032-33,411.2502,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2034,2033-34,481.5838,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2035,2034-35,563.9462,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2036,2035-36,660.3945,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2037,2036-37,773.3378,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2038,2037-38,905.5972,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2039,2038-39,1060.476,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2040,2039-40,1241.8429,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2041,2040-41,1454.2278,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2042,2041-42,1702.9357,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2043,2042-43,1994.1786,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2044,2043-44,2335.231,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2045,2044-45,2734.6115,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2046,2045-46,3202.2957,Recommended_2047
Thriving Economy - Earning Well,Industries of the Future,"Growth in value of goods exported ($, nominal)",INM2,2047,2046-47,3749.9651,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2020,2019-20,57.5,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2021,2020-21,52.527,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2022,2021-22,47.9841,Recommended_2047
Empowered Citizen - Living Well,Nari Shakti: Women-led Development,% women age 15-49 years who are anaemic,NSM2,2023,2022-23,43.8341,Recommended_2047
